donor_id,donor_type,food_type,category,quantity_kg,expiry_hours,lat,long,city,pickup_status,receiver_id,distance_km,pickup_time_hours,waste_risk,co2_per_kg,methane_factor,water_usage,uncertainty_factor,total_co2_saved,urgency_score,food_density_per_km,waste_risk_encoded,donor_type_encoded,category_encoded
D1466,supermarket,nasi putih,karbohidrat,6.9,2.0,-0.4822786092734569,117.1699422250827,Samarinda,failed,Unknown,4.44,2.23,low,2.5766666666666667,0.585,4120.666666666667,1.05,17.779,2.3,1.5198237885462555,1,2,1
D1467,restaurant,nasi goreng,karbohidrat,28.1,2.0,-0.4880889355029988,117.16536094194696,Samarinda,pending,R3,2.92,2.23,low,2.242,1.2075,2896.0,0.956,63.0002,9.366666666666667,9.304635761589404,1,1,1
D1468,hotel,ayam bakar,protein,23.4,32.0,-0.5146040232525592,117.13204435305931,Samarinda,failed,Unknown,5.16,2.2,medium,4.98,0.61,4848.0,0.965,116.532,0.7090909090909091,4.448669201520913,2,0,2
D1469,restaurant,roti tawar,karbohidrat,17.1,3.0,-0.5020810464787924,117.15841527771406,Samarinda,failed,R11,5.5,2.23,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,12.653999999999998,4.275,3.053571428571429,2,1,1
D1470,restaurant,roti tawar,karbohidrat,19.5,27.0,-0.5170264906737065,117.1376086990762,Samarinda,completed,R18,4.23,3.87,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,14.429999999999998,0.6964285714285714,4.503464203233256,0,1,1
D1471,supermarket,sayur sop,vegetable,10.3,43.0,-0.4883127636909753,117.15355616120549,Samarinda,completed,R11,4.97,3.32,high,1.34,0.91,2571.0,1.0266666666666666,13.802000000000001,0.23409090909090913,2.0315581854043394,0,2,3
D1472,supermarket,nasi putih,karbohidrat,29.7,41.0,-0.4828039192925701,117.13669149707798,Samarinda,completed,R5,6.46,0.65,low,2.5766666666666667,0.585,4120.666666666667,1.05,76.527,0.7071428571428571,4.527439024390244,1,2,1
D1473,hotel,roti tawar,karbohidrat,8.1,45.0,-0.5062481822135477,117.14562173416182,Samarinda,completed,R5,3.29,2.23,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,5.993999999999999,0.1760869565217391,2.389380530973451,0,0,1
D1474,hotel,salad,vegetable,16.1,4.0,-0.5004966979535392,117.13852850679218,Samarinda,completed,R6,2.9,1.52,medium,1.595,1.25,2271.6,0.972,25.6795,3.2200000000000006,5.366666666666667,2,0,3
D1475,supermarket,ayam goreng,protein,21.2,44.0,-0.5125393446110595,117.15770757028706,Samarinda,completed,R13,4.46,0.54,medium,4.82,0.18,962.0,1.025,102.184,0.4711111111111111,4.6491228070175445,2,2,2
D1476,hotel,buah apel,fruit,12.3,24.0,-0.5087296866520181,117.1517214735503,Samarinda,pending,R16,1.23,1.68,high,2.242,0.825,2755.5,1.13,27.576600000000003,0.49200000000000005,9.24812030075188,0,0,0
D1477,hotel,ayam bakar,protein,4.4,30.0,-0.5027852250358227,117.14266018265118,Samarinda,failed,R16,1.43,1.19,medium,4.98,0.61,4848.0,0.965,21.912000000000003,0.14193548387096774,2.8758169934640523,2,0,2
D1478,supermarket,ayam goreng,protein,16.9,46.0,-0.4917532379231593,117.14401461101282,Samarinda,failed,R19,1.34,2.23,high,4.82,0.18,962.0,1.025,81.458,0.35957446808510635,11.736111111111109,0,2,2
D1479,hotel,roti tawar,karbohidrat,7.0,10.0,-0.5100110534395935,117.15374827016365,Samarinda,failed,R2,6.69,3.15,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,5.179999999999999,0.6363636363636364,1.0309278350515463,1,0,1
D1480,hotel,sayur sop,vegetable,20.2,44.0,-0.5037291182340843,117.15178335906168,Samarinda,completed,R10,1.72,2.07,low,1.34,0.91,2571.0,1.0266666666666666,27.068,0.4488888888888889,11.098901098901099,1,0,3
D1481,restaurant,roti tawar,karbohidrat,6.3,4.0,-0.4940422465442446,117.14213768103733,Samarinda,pending,R10,6.48,1.53,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,4.661999999999999,1.26,0.9574468085106382,1,1,1
D1482,supermarket,sayur sop,vegetable,28.8,24.0,-0.5178769787401433,117.15003605255316,Samarinda,completed,R16,5.53,3.04,medium,1.34,0.91,2571.0,1.0266666666666666,38.592000000000006,1.1520000000000001,5.1154529307282415,2,2,3
D1483,restaurant,ayam goreng,protein,8.2,7.0,-0.5002800968424511,117.1324109780486,Samarinda,failed,R4,2.8,2.97,high,4.82,0.18,962.0,1.025,39.524,1.025,2.8275862068965516,0,1,2
D1484,hotel,sayur sop,vegetable,16.0,16.0,-0.514989916393588,117.15826943794094,Samarinda,pending,R13,6.27,3.55,low,1.34,0.91,2571.0,1.0266666666666666,21.44,0.9411764705882353,2.5117739403453694,1,0,3
D1485,supermarket,nasi putih,karbohidrat,17.7,9.0,-0.4881420653713644,117.16395949331556,Samarinda,failed,R15,5.62,3.8,low,2.5766666666666667,0.585,4120.666666666667,1.05,45.607,1.77,3.0944055944055946,1,2,1
D1486,supermarket,ayam goreng,protein,16.5,28.0,-0.5179336961016485,117.1526477883502,Samarinda,pending,Unknown,5.53,1.87,high,4.82,0.18,962.0,1.025,79.53,0.5689655172413793,2.930728241563055,0,2,2
D1487,supermarket,ayam bakar,protein,27.0,18.0,-0.5006981450194092,117.15343967538368,Samarinda,pending,R20,4.31,3.03,low,4.98,0.61,4848.0,0.965,134.46,1.4210526315789473,6.122448979591838,1,2,2
D1488,supermarket,salad,vegetable,28.8,26.0,-0.5137302889093596,117.13883546630866,Samarinda,pending,R5,6.73,0.61,high,1.595,1.25,2271.6,0.972,45.936,1.0666666666666667,4.216691068814056,0,2,3
D1489,hotel,ayam goreng,protein,24.8,12.0,-0.5133057749284462,117.14353444201164,Samarinda,failed,R17,4.67,3.14,medium,4.82,0.18,962.0,1.025,119.53600000000002,1.9076923076923078,5.199161425576521,2,0,2
D1490,hotel,ayam goreng,protein,21.5,25.0,-0.4999774138576746,117.1495832066072,Samarinda,completed,Unknown,1.39,2.55,medium,4.82,0.18,962.0,1.025,103.63000000000001,0.826923076923077,14.429530201342281,2,0,2
D1491,restaurant,nasi putih,karbohidrat,9.7,30.0,-0.5098494071573096,117.13337090510726,Samarinda,failed,R11,6.37,2.23,low,2.5766666666666667,0.585,4120.666666666667,1.05,24.993666666666666,0.3129032258064516,1.499227202472952,1,1,1
D1492,supermarket,roti tawar,karbohidrat,3.3,20.0,-0.5143309447153518,117.14665466686677,Samarinda,pending,R4,4.5,1.99,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,2.4419999999999993,0.1571428571428571,0.717391304347826,2,2,1
D1493,restaurant,ayam goreng,protein,23.5,46.0,-0.4959708641027598,117.15974981363726,Samarinda,failed,R12,2.62,2.55,low,4.82,0.18,962.0,1.025,113.27000000000001,0.5,8.63970588235294,1,1,2
D1494,supermarket,sayur sop,vegetable,5.0,39.0,-0.489523022948042,117.1395980466892,Samarinda,completed,R5,4.26,1.56,medium,1.34,0.91,2571.0,1.0266666666666666,6.7,0.125,1.1467889908256883,2,2,3
D1495,supermarket,salad,vegetable,24.2,39.0,-0.5016966174324727,117.14322813567424,Samarinda,failed,R5,5.47,3.0,low,1.595,1.25,2271.6,0.972,38.599,0.605,4.344703770197487,1,2,3
D1496,supermarket,ayam bakar,protein,4.0,11.0,-0.4819772580815861,117.14318022155396,Samarinda,pending,R4,0.5,2.27,high,4.98,0.61,4848.0,0.965,19.92,0.3333333333333333,6.666666666666667,0,2,2
D1497,hotel,ayam goreng,protein,12.6,38.0,-0.5013059175053077,117.14001770208635,Samarinda,pending,R15,3.8,3.13,low,4.82,0.18,962.0,1.025,60.732,0.32307692307692304,3.230769230769231,1,0,2
D1498,hotel,ayam goreng,protein,10.0,33.0,-0.4838601740139215,117.16539703475276,Samarinda,completed,Unknown,1.77,2.23,low,4.82,0.18,962.0,1.025,48.2,0.29411764705882354,5.347593582887701,1,0,2
D1499,restaurant,salad,vegetable,2.2,24.0,-0.5000111303364569,117.13806613355464,Samarinda,pending,R12,6.13,2.5,medium,1.595,1.25,2271.6,0.972,3.5090000000000003,0.08800000000000001,0.3531300160513644,2,1,3
D1500,restaurant,salad,vegetable,15.1,24.0,-0.5113117040140097,117.16799536615991,Samarinda,completed,R18,0.57,1.14,medium,1.595,1.25,2271.6,0.972,24.0845,0.604,22.537313432835823,2,1,3
D1501,restaurant,buah apel,fruit,24.3,24.0,-0.4951134222678479,117.15945465627904,Samarinda,pending,R2,1.71,3.68,high,2.242,0.825,2755.5,1.13,54.4806,0.9720000000000001,13.425414364640885,0,1,0
D1502,restaurant,nasi putih,karbohidrat,14.8,31.0,-0.4929421284436384,117.16156972766466,Samarinda,completed,R4,1.81,2.97,low,2.5766666666666667,0.585,4120.666666666667,1.05,38.13466666666667,0.4625,7.7486910994764395,1,1,1
D1503,supermarket,ayam bakar,protein,13.3,24.0,-0.5067723595018154,117.14345401368912,Samarinda,pending,R7,6.32,3.69,medium,4.98,0.61,4848.0,0.965,66.23400000000001,0.532,2.0716510903426792,2,2,2
D1504,supermarket,nasi goreng,karbohidrat,28.1,32.0,-0.4861692700069948,117.130431241953,Samarinda,failed,R5,4.81,3.93,medium,2.242,1.2075,2896.0,0.956,63.0002,0.8515151515151516,5.7230142566191455,2,2,1
D1505,hotel,salad,vegetable,19.9,7.0,-0.5112629826532475,117.14117282763384,Samarinda,completed,R1,2.35,2.23,high,1.595,1.25,2271.6,0.972,31.740499999999997,2.4875,8.122448979591836,0,0,3
D1506,restaurant,sayur sop,vegetable,21.7,40.0,-0.5160447524801615,117.14681765294964,Samarinda,failed,R17,1.17,2.92,high,1.34,0.91,2571.0,1.0266666666666666,29.078,0.5292682926829269,17.086614173228345,0,1,3
D1507,hotel,ayam bakar,protein,21.5,18.0,-0.495516814538163,117.15467237293488,Samarinda,pending,R20,6.58,1.97,medium,4.98,0.61,4848.0,0.965,107.07000000000001,1.131578947368421,3.2185628742514973,2,0,2
D1508,restaurant,salad,vegetable,15.4,2.0,-0.480042377637192,117.13398440063573,Samarinda,pending,R12,1.62,2.23,medium,1.595,1.25,2271.6,0.972,24.563,5.133333333333333,8.953488372093023,2,1,3
D1509,restaurant,buah apel,fruit,28.2,24.0,-0.5005597087031416,117.15932829611346,Samarinda,pending,R12,4.75,3.59,medium,2.242,0.825,2755.5,1.13,63.224399999999996,1.128,5.814432989690722,2,1,0
D1510,supermarket,salad,vegetable,28.0,33.0,-0.4993808281553476,117.1587023691414,Samarinda,pending,R11,1.44,2.47,medium,1.595,1.25,2271.6,0.972,44.66,0.8235294117647058,18.18181818181818,2,2,3
D1511,supermarket,roti tawar,karbohidrat,21.1,29.0,-0.4910953699641019,117.13498458502151,Samarinda,failed,R14,1.14,3.91,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,15.613999999999999,0.7033333333333334,17.016129032258064,1,2,1
D1512,restaurant,roti tawar,karbohidrat,16.1,24.0,-0.5021519513389203,117.16278412884836,Samarinda,completed,R15,5.44,2.23,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,11.914,0.644,2.906137184115524,1,1,1
D1513,hotel,nasi goreng,karbohidrat,19.2,40.0,-0.5142571752403584,117.1531556604827,Samarinda,failed,R5,2.37,3.92,low,2.242,1.2075,2896.0,0.956,43.0464,0.46829268292682924,7.773279352226719,1,0,1
D1514,hotel,roti tawar,karbohidrat,24.0,42.0,-0.486654147920305,117.1691484364956,Samarinda,completed,Unknown,1.63,3.18,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,17.759999999999998,0.5581395348837209,13.872832369942197,0,0,1
D1515,restaurant,buah apel,fruit,15.5,2.0,-0.496705952624462,117.16743782744034,Samarinda,failed,R9,6.52,3.03,medium,2.242,0.825,2755.5,1.13,34.751,5.166666666666666,2.341389728096677,2,1,0
D1516,restaurant,salad,vegetable,12.9,37.0,-0.5086910265009561,117.13214224274871,Samarinda,failed,R11,1.8,1.62,low,1.595,1.25,2271.6,0.972,20.5755,0.3394736842105263,6.789473684210526,1,1,3
D1517,supermarket,ayam bakar,protein,19.0,32.0,-0.5175509834602496,117.16667998889508,Samarinda,pending,Unknown,6.81,1.69,medium,4.98,0.61,4848.0,0.965,94.62,0.5757575757575758,2.7496382054992767,2,2,2
D1518,restaurant,ayam bakar,protein,14.2,7.0,-0.4945635006889576,117.16272934747656,Samarinda,completed,R17,2.36,2.89,high,4.98,0.61,4848.0,0.965,70.71600000000001,1.775,5.772357723577236,0,1,2
D1519,restaurant,sayur sop,vegetable,13.4,27.0,-0.5095477626621379,117.16125847297631,Samarinda,failed,R19,6.55,2.54,medium,1.34,0.91,2571.0,1.0266666666666666,17.956000000000003,0.47857142857142854,2.0150375939849625,2,1,3
D1520,supermarket,ayam bakar,protein,25.5,26.0,-0.5049332462490586,117.148207592619,Samarinda,failed,R18,2.08,3.99,medium,4.98,0.61,4848.0,0.965,126.99000000000001,0.9444444444444444,11.697247706422017,2,2,2
D1521,supermarket,ayam bakar,protein,5.1,39.0,-0.5038302285455919,117.15283881662388,Samarinda,completed,Unknown,1.94,0.66,high,4.98,0.61,4848.0,0.965,25.398,0.1275,2.5,0,2,2
D1522,hotel,ayam bakar,protein,16.5,1.0,-0.5179859863846515,117.13489093741988,Samarinda,failed,Unknown,2.95,3.91,medium,4.98,0.61,4848.0,0.965,82.17,8.25,5.40983606557377,2,0,2
D1523,restaurant,sayur sop,vegetable,17.0,5.0,-0.5195687786186979,117.13395715020052,Samarinda,pending,R18,6.46,2.24,medium,1.34,0.91,2571.0,1.0266666666666666,22.78,2.833333333333333,2.5914634146341466,2,1,3
D1524,hotel,sayur sop,vegetable,11.6,38.0,-0.4968396125541681,117.15163296662378,Samarinda,completed,R8,2.16,3.78,low,1.34,0.91,2571.0,1.0266666666666666,15.544,0.29743589743589743,5.1327433628318575,1,0,3
D1525,hotel,salad,vegetable,12.5,42.0,-0.4887183814247456,117.15839543882537,Samarinda,pending,R12,5.31,2.23,medium,1.595,1.25,2271.6,0.972,19.9375,0.29069767441860467,2.3105360443622924,2,0,3
D1526,supermarket,roti tawar,karbohidrat,7.3,8.0,-0.5194098369525834,117.16702155735638,Samarinda,pending,R11,4.37,3.6,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,5.401999999999999,0.811111111111111,1.633109619686801,2,2,1
D1527,hotel,salad,vegetable,16.1,11.0,-0.5178044027897353,117.13267196605504,Samarinda,completed,R15,2.99,1.71,high,1.595,1.25,2271.6,0.972,25.6795,1.3416666666666668,5.210355987055016,0,0,3
D1528,hotel,salad,vegetable,21.2,19.0,-0.5164980468183308,117.16597632309082,Samarinda,failed,R16,5.85,2.23,medium,1.595,1.25,2271.6,0.972,33.814,1.06,3.563025210084034,2,0,3
D1529,restaurant,nasi putih,karbohidrat,4.7,45.0,-0.4859706857149767,117.13258747998997,Samarinda,failed,Unknown,5.21,2.23,high,2.5766666666666667,0.585,4120.666666666667,1.05,12.110333333333333,0.10217391304347827,0.8851224105461395,0,1,1
D1530,restaurant,ayam bakar,protein,21.5,9.0,-0.4925164674907574,117.1327837957906,Samarinda,pending,Unknown,5.72,1.04,high,4.98,0.61,4848.0,0.965,107.07000000000001,2.15,3.6941580756013748,0,1,2
D1531,restaurant,ayam bakar,protein,28.6,17.0,-0.5126401681099991,117.15732175190227,Samarinda,completed,R2,6.22,2.23,medium,4.98,0.61,4848.0,0.965,142.42800000000003,1.5888888888888888,4.5253164556962036,2,1,2
D1532,supermarket,roti tawar,karbohidrat,21.3,24.0,-0.498062827625032,117.15431084910934,Samarinda,failed,R4,5.13,2.23,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,15.761999999999999,0.8520000000000001,4.072657743785851,0,2,1
D1533,restaurant,buah apel,fruit,16.1,13.0,-0.515335186641212,117.14481173490442,Samarinda,failed,R11,1.76,2.23,high,2.242,0.825,2755.5,1.13,36.0962,1.1500000000000001,8.655913978494624,0,1,0
D1534,supermarket,nasi putih,karbohidrat,17.8,31.0,-0.4909561547424441,117.13512738263276,Samarinda,completed,R5,4.47,1.43,high,2.5766666666666667,0.585,4120.666666666667,1.05,45.86466666666667,0.55625,3.894967177242889,0,2,1
D1535,supermarket,salad,vegetable,24.9,21.0,-0.5030117929291134,117.16871994354268,Samarinda,failed,Unknown,4.84,2.23,medium,1.595,1.25,2271.6,0.972,39.7155,1.1318181818181818,5.040485829959515,2,2,3
D1536,restaurant,nasi putih,karbohidrat,8.8,47.0,-0.4840204236507675,117.13298027496892,Samarinda,pending,R14,2.24,3.77,medium,2.5766666666666667,0.585,4120.666666666667,1.05,22.674666666666667,0.18333333333333335,3.7606837606837606,2,1,1
D1537,supermarket,buah apel,fruit,13.4,5.0,-0.514705445166313,117.1654959727006,Samarinda,pending,R12,1.73,1.55,medium,2.242,0.825,2755.5,1.13,30.0428,2.2333333333333334,7.3224043715847,2,2,0
D1538,supermarket,sayur sop,vegetable,30.0,19.0,-0.4822308832624422,117.15612524404472,Samarinda,completed,Unknown,6.57,2.23,medium,1.34,0.91,2571.0,1.0266666666666666,40.2,1.5,4.497751124437781,2,2,3
D1539,supermarket,salad,vegetable,4.8,5.0,-0.4810160657238846,117.16396949426851,Samarinda,pending,R3,1.25,3.7,low,1.595,1.25,2271.6,0.972,7.656,0.7999999999999999,3.5555555555555554,1,2,3
D1540,restaurant,salad,vegetable,16.2,24.0,-0.5102149361087356,117.1491098355936,Samarinda,failed,R13,4.78,1.48,medium,1.595,1.25,2271.6,0.972,25.839,0.648,3.319672131147541,2,1,3
D1541,hotel,nasi goreng,karbohidrat,20.4,29.0,-0.4902084042502229,117.16587491053556,Samarinda,failed,R5,4.05,3.3,low,2.242,1.2075,2896.0,0.956,45.736799999999995,0.6799999999999999,4.91566265060241,1,0,1
D1542,restaurant,salad,vegetable,14.8,2.0,-0.5122316064823995,117.1557976172284,Samarinda,pending,R18,2.87,0.53,low,1.595,1.25,2271.6,0.972,23.606,4.933333333333334,4.983164983164983,1,1,3
D1543,restaurant,nasi putih,karbohidrat,8.2,36.0,-0.5146120106928489,117.16735251101184,Samarinda,completed,R9,2.29,2.23,high,2.5766666666666667,0.585,4120.666666666667,1.05,21.128666666666664,0.2216216216216216,3.4309623430962337,0,1,1
D1544,restaurant,roti tawar,karbohidrat,28.3,19.0,-0.4892874643735636,117.13605742967668,Samarinda,pending,R12,4.43,3.53,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,20.941999999999997,1.415,6.2472406181015465,0,1,1
D1545,restaurant,nasi putih,karbohidrat,9.2,15.0,-0.499257848842125,117.1488020035212,Samarinda,completed,R16,5.5,0.62,low,2.5766666666666667,0.585,4120.666666666667,1.05,23.705333333333332,0.575,1.6428571428571428,1,1,1
D1546,restaurant,roti tawar,karbohidrat,7.8,5.0,-0.4993076472963497,117.16468827793624,Samarinda,completed,R16,1.64,1.19,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,5.771999999999999,1.2999999999999998,4.482758620689655,2,1,1
D1547,hotel,sayur sop,vegetable,23.6,17.0,-0.5044475442439145,117.16824466410954,Samarinda,completed,R6,6.19,1.42,high,1.34,0.91,2571.0,1.0266666666666666,31.624000000000002,1.3111111111111111,3.7519872813990465,0,0,3
D1548,restaurant,nasi putih,karbohidrat,6.8,21.0,-0.5106721257021426,117.1521326631184,Samarinda,pending,Unknown,4.22,3.95,medium,2.5766666666666667,0.585,4120.666666666667,1.05,17.521333333333335,0.3090909090909091,1.5740740740740742,2,1,1
D1549,supermarket,sayur sop,vegetable,27.8,48.0,-0.5027248381433252,117.16080195978114,Samarinda,pending,R16,5.24,0.76,high,1.34,0.91,2571.0,1.0266666666666666,37.252,0.5673469387755101,5.205992509363296,0,2,3
D1550,supermarket,roti tawar,karbohidrat,6.4,3.0,-0.4802235469275623,117.13087139752687,Samarinda,pending,R19,1.45,2.23,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,4.736,1.6,4.129032258064516,1,2,1
D1551,supermarket,ayam bakar,protein,3.6,6.0,-0.5191868830030496,117.1320864618596,Samarinda,completed,R6,1.95,0.96,low,4.98,0.61,4848.0,0.965,17.928,0.5142857142857142,1.75609756097561,1,2,2
D1552,supermarket,salad,vegetable,28.1,6.0,-0.500773886247185,117.13044560474373,Samarinda,pending,R4,6.36,1.21,medium,1.595,1.25,2271.6,0.972,44.819500000000005,4.014285714285714,4.349845201238391,2,2,3
D1553,supermarket,ayam goreng,protein,16.1,1.0,-0.4973930499458787,117.13793413552432,Samarinda,failed,R18,4.6,2.59,high,4.82,0.18,962.0,1.025,77.60200000000002,8.05,3.4255319148936176,0,2,2
D1554,restaurant,nasi goreng,karbohidrat,27.8,39.0,-0.5061190857509988,117.135018844913,Samarinda,failed,R1,2.89,3.94,high,2.242,1.2075,2896.0,0.956,62.327600000000004,0.6950000000000001,9.297658862876254,0,1,1
D1555,supermarket,buah apel,fruit,28.8,25.0,-0.5109968586864212,117.16032424828148,Samarinda,pending,R13,2.07,3.64,low,2.242,0.825,2755.5,1.13,64.56960000000001,1.1076923076923078,13.27188940092166,1,2,0
D1556,supermarket,buah apel,fruit,24.1,24.0,-0.4864588758876282,117.14909948318412,Samarinda,pending,R15,3.02,3.66,medium,2.242,0.825,2755.5,1.13,54.0322,0.9640000000000001,7.7243589743589745,2,2,0
D1557,hotel,salad,vegetable,22.2,32.0,-0.4972393752662656,117.15473519308512,Samarinda,failed,Unknown,6.35,2.92,high,1.595,1.25,2271.6,0.972,35.409,0.6727272727272727,3.4418604651162794,0,0,3
D1558,hotel,nasi putih,karbohidrat,11.6,46.0,-0.4836848086728335,117.15043004151217,Samarinda,completed,Unknown,2.25,2.7,low,2.5766666666666667,0.585,4120.666666666667,1.05,29.889333333333333,0.24680851063829787,4.9361702127659575,1,0,1
D1559,hotel,salad,vegetable,3.7,7.0,-0.4965541037535191,117.1621033939101,Samarinda,completed,R18,6.18,2.23,high,1.595,1.25,2271.6,0.972,5.9015,0.4625,0.5891719745222931,0,0,3
D1560,supermarket,nasi goreng,karbohidrat,27.8,48.0,-0.4831151234388515,117.163471791293,Samarinda,failed,R4,1.98,2.9,high,2.242,1.2075,2896.0,0.956,62.327600000000004,0.5673469387755101,13.365384615384615,0,2,1
D1561,supermarket,ayam bakar,protein,7.0,24.0,-0.4871932564122566,117.1431102354457,Samarinda,completed,R17,6.65,0.89,low,4.98,0.61,4848.0,0.965,34.86,0.28,1.037037037037037,1,2,2
D1562,supermarket,ayam goreng,protein,8.6,25.0,-0.4810104414965871,117.13548370045709,Samarinda,failed,R6,5.47,3.15,high,4.82,0.18,962.0,1.025,41.452,0.33076923076923076,1.5439856373429086,0,2,2
D1563,hotel,ayam goreng,protein,3.8,36.0,-0.5168065354164025,117.13183197490324,Samarinda,pending,Unknown,4.07,2.23,medium,4.82,0.18,962.0,1.025,18.316,0.10270270270270271,0.9112709832134293,2,0,2
D1564,hotel,buah apel,fruit,20.9,24.0,-0.5191945522622367,117.14330874264208,Samarinda,pending,Unknown,0.52,1.27,medium,2.242,0.825,2755.5,1.13,46.8578,0.836,33.70967741935484,2,0,0
D1565,restaurant,roti tawar,karbohidrat,2.9,2.0,-0.5157088016775069,117.14907235295242,Samarinda,pending,R3,5.6,2.23,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,2.1459999999999995,0.9666666666666666,0.5087719298245614,2,1,1
D1566,restaurant,ayam bakar,protein,10.2,28.0,-0.5143000818875962,117.1321905887694,Samarinda,failed,R18,4.4,3.29,medium,4.98,0.61,4848.0,0.965,50.796,0.35172413793103446,2.2666666666666666,2,1,2
D1567,restaurant,ayam goreng,protein,4.3,44.0,-0.5069196162018534,117.13545514063075,Samarinda,pending,R19,1.24,1.31,medium,4.82,0.18,962.0,1.025,20.726,0.09555555555555556,3.2089552238805967,2,1,2
D1568,hotel,nasi goreng,karbohidrat,6.7,15.0,-0.5072258965767724,117.16056897642969,Samarinda,failed,R6,3.92,3.75,high,2.242,1.2075,2896.0,0.956,15.0214,0.41875,1.666666666666667,0,0,1
D1569,supermarket,salad,vegetable,19.3,25.0,-0.5041596026423547,117.14465376924085,Samarinda,completed,R8,3.72,1.04,medium,1.595,1.25,2271.6,0.972,30.7835,0.7423076923076923,5.052356020942408,2,2,3
D1570,hotel,nasi putih,karbohidrat,18.9,45.0,-0.4842887073597454,117.14178246158022,Samarinda,completed,R19,2.38,2.23,medium,2.5766666666666667,0.585,4120.666666666667,1.05,48.699,0.41086956521739126,7.620967741935483,2,0,1
D1571,supermarket,nasi goreng,karbohidrat,6.8,40.0,-0.5021774373221009,117.13522681347284,Samarinda,pending,R12,4.8,0.88,low,2.242,1.2075,2896.0,0.956,15.2456,0.16585365853658537,1.3877551020408165,1,2,1
D1572,restaurant,nasi goreng,karbohidrat,22.3,1.0,-0.4907155396029927,117.15527890065398,Samarinda,completed,R6,4.49,0.56,low,2.242,1.2075,2896.0,0.956,49.9966,11.15,4.85838779956427,1,1,1
D1573,supermarket,buah apel,fruit,2.8,22.0,-0.5034577059030058,117.13982836327672,Samarinda,completed,R3,4.03,3.43,low,2.242,0.825,2755.5,1.13,6.2776,0.1217391304347826,0.6779661016949152,1,2,0
D1574,hotel,nasi goreng,karbohidrat,3.5,1.0,-0.5044102710075496,117.13460681791756,Samarinda,failed,R12,5.12,0.99,low,2.242,1.2075,2896.0,0.956,7.8469999999999995,1.75,0.6704980842911877,1,0,1
D1575,restaurant,buah apel,fruit,3.8,5.0,-0.4843655961109403,117.15068627347635,Samarinda,completed,R7,3.29,3.9,high,2.242,0.825,2755.5,1.13,8.519599999999999,0.6333333333333333,1.1209439528023597,0,1,0
D1576,hotel,nasi goreng,karbohidrat,19.3,43.0,-0.4947094123612719,117.155926754554,Samarinda,failed,R17,6.54,1.93,high,2.242,1.2075,2896.0,0.956,43.2706,0.43863636363636366,2.9066265060240966,0,0,1
D1577,supermarket,ayam bakar,protein,3.3,27.0,-0.5135949558450628,117.13966453940884,Samarinda,failed,R9,2.57,1.85,low,4.98,0.61,4848.0,0.965,16.434,0.11785714285714284,1.2359550561797752,1,2,2
D1578,restaurant,ayam goreng,protein,5.1,41.0,-0.492863653060947,117.16344932345508,Samarinda,completed,Unknown,6.26,1.65,medium,4.82,0.18,962.0,1.025,24.582,0.12142857142857141,0.8018867924528302,2,1,2
D1579,restaurant,roti tawar,karbohidrat,18.9,30.0,-0.5068937801044341,117.16548564234412,Samarinda,failed,R6,2.06,3.45,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334,13.985999999999997,0.6096774193548387,8.749999999999998,2,1,1
D1580,hotel,salad,vegetable,16.1,22.0,-0.5016637037402493,117.16794619894584,Samarinda,failed,R3,5.39,3.74,high,1.595,1.25,2271.6,0.972,25.6795,0.7000000000000001,2.932604735883425,0,0,3
D1581,supermarket,ayam goreng,protein,11.0,15.0,-0.5117369778279041,117.1409543460206,Samarinda,failed,Unknown,2.85,2.61,high,4.82,0.18,962.0,1.025,53.02,0.6875,3.7288135593220337,0,2,2
D1582,supermarket,buah apel,fruit,10.6,42.0,-0.4949219852107105,117.16540988351817,Samarinda,failed,R2,4.65,1.17,high,2.242,0.825,2755.5,1.13,23.7652,0.24651162790697673,2.231578947368421,0,2,0
D1583,hotel,nasi goreng,karbohidrat,3.1,15.0,-0.5059536812621758,117.1430457842298,Samarinda,pending,R17,5.59,3.41,medium,2.242,1.2075,2896.0,0.956,6.950200000000001,0.19375,0.5448154657293498,2,0,1
D1584,supermarket,nasi putih,karbohidrat,18.9,33.0,-0.516192953457057,117.15730875496868,Samarinda,completed,R16,3.4,1.8,medium,2.5766666666666667,0.585,4120.666666666667,1.05,48.699,0.5558823529411764,5.3999999999999995,2,2,1
